"11000"
"1",0
"2",0.1215
"3",0.0509
"4",0.025
"5",0.0186
"6",0.0147
"7",0.0124
"8",0.0097
"9",0.0091
"10",0.0089
"11",0.0068
"12",0.0073
"13",0.0088
"14",0.0088
"15",0.0078
"16",0.0088
"17",0.0095
"18",0.0094
"19",0.011
"20",0.0123
"21",0.013
"22",0.0156
"23",0.015
"24",0.0156
"25",0.0175
"26",0.02
"27",0.0229
"28",0.0274
"29",0.0228
"30",0.028
"31",0.0301
"32",0.0325
"33",0.0363
"34",0.0389
"35",0.0368
"36",0.0442
"37",0.0499
"38",0.0569
"39",0.0607
"40",0.0609
"41",0.0663
"42",0.0639
"43",0.0734
"44",0.0783
"45",0.0793
"46",0.0894
"47",0.0979
"48",0.1078
"49",0.105
"50",0.1179
"51",0.1191
"52",0.1259
"53",0.1314
"54",0.1292
"55",0.1418
"56",0.1536
"57",0.1579
"58",0.1658
"59",0.166
"60",0.1812
"61",0.1757
"62",0.1968
"63",0.2094
"64",0.2118
"65",0.2205
"66",0.2282
"67",0.2405
"68",0.2439
"69",0.2527
"70",0.2718
"71",0.284
"72",0.2804
"73",0.293
"74",0.2969
"75",0.3124
"76",0.3265
"77",0.3246
"78",0.3404
"79",0.3567
"80",0.3554
"81",0.3747
"82",0.3738
"83",0.3766
"84",0.3904
"85",0.4032
"86",0.4098
"87",0.4228
"88",0.4317
"89",0.4495
"90",0.4506
"91",0.4578
"92",0.4649
"93",0.4757
"94",0.4839
"95",0.5075
"96",0.5088
"97",0.517
"98",0.5224
"99",0.5346
"100",0.5382
