"11000"
"51",0.1183
"52",0.1246
"53",0.1349
"54",0.1405
"55",0.1392
"56",0.1479
"57",0.1626
"58",0.1665
"59",0.1697
"60",0.1833
"61",0.1958
"62",0.1955
"63",0.1975
"64",0.2096
"65",0.2285
"66",0.2353
"67",0.2457
"68",0.2405
"69",0.2484
"70",0.269
"71",0.2701
"72",0.2891
"73",0.2891
"74",0.3023
"75",0.3119
"76",0.3117
"77",0.3319
"78",0.3349
"79",0.346
"80",0.3538
"81",0.3701
"82",0.3767
"83",0.3855
"84",0.3988
"85",0.4008
"86",0.408
"87",0.4238
"88",0.4267
"89",0.4457
"90",0.4581
"91",0.4551
"92",0.4679
"93",0.4782
"94",0.4786
"95",0.4976
"96",0.5076
"97",0.5142
"98",0.525
"99",0.5261
"100",0.5357
