"11000"
"1",0
"2",0.13
"3",0.0473
"4",0.0272
"5",0.0174
"6",0.0138
"7",0.0106
"8",0.0102
"9",0.0085
"10",0.0084
"11",0.0091
"12",0.0087
"13",0.0084
"14",0.0089
"15",0.0105
"16",0.0114
"17",0.0099
"18",0.0104
"19",0.0116
"20",0.0127
"21",0.0128
"22",0.012
"23",0.0154
"24",0.0169
"25",0.0202
"26",0.0181
"27",0.0212
"28",0.0224
"29",0.0256
"30",0.0265
"31",0.0304
"32",0.0329
"33",0.0358
"34",0.0405
"35",0.042
"36",0.0416
"37",0.0491
"38",0.0524
"39",0.0579
"40",0.066
"41",0.0645
"42",0.0706
"43",0.073
"44",0.0813
"45",0.0811
"46",0.09
"47",0.0953
"48",0.0971
"49",0.1074
"50",0.1149
