"11000"
"101",0.5508
"102",0.5496
"103",0.5606
"104",0.5724
"105",0.5873
"106",0.5917
"107",0.5997
"108",0.6066
"109",0.6157
"110",0.6226
"111",0.6319
"112",0.6447
"113",0.6426
"114",0.6504
"115",0.6695
"116",0.6754
"117",0.6769
"118",0.6797
"119",0.6865
"120",0.6957
"121",0.7086
"122",0.71
"123",0.718
"124",0.7308
"125",0.7266
"126",0.7346
"127",0.7461
"128",0.7509
"129",0.7552
"130",0.7656
"131",0.774
"132",0.7671
"133",0.7822
"134",0.7816
"135",0.7875
"136",0.7925
"137",0.8025
"138",0.8075
"139",0.8196
"140",0.81
"141",0.8226
"142",0.8216
"143",0.8252
"144",0.8329
"145",0.8407
"146",0.8462
"147",0.8482
"148",0.8535
"149",0.8556
"150",0.856
